id,recruiter_id,title,company,description,location,job_type,job_status,created_at
138,8,QA Engineer,Google,Hiring a QA Engineer with experience in Selenium and automation testing. You will ensure software quality through test planning and execution.,"Mumbai, India",Contract,closed,2024-04-01 00:00:00
139,3,Cloud Engineer,Uber,Looking for a Cloud Engineer with strong knowledge of AWS or Azure. You will design cloud architectures and ensure scalability and security.,Remote,Part-time,active,2024-01-09 00:00:00
140,7,DevOps Engineer,Accenture,"We are seeking a DevOps Engineer experienced in Docker, Kubernetes, CI/CD, and cloud platforms like AWS. You will manage infrastructure and deployments.","Delhi, India",Contract,active,2024-06-24 00:00:00
141,10,Frontend Engineer,TCS,"We are hiring a Frontend Engineer proficient in React and JavaScript. You will build responsive UIs, collaborate with designers, and ensure excellent user experience.",Remote,Part-time,active,2024-01-29 00:00:00
142,5,Cloud Engineer,Accenture,Looking for a Cloud Engineer with strong knowledge of AWS or Azure. You will design cloud architectures and ensure scalability and security.,Remote,Internship,closed,2024-05-18 00:00:00
143,2,Cloud Engineer,PwC,Looking for a Cloud Engineer with strong knowledge of AWS or Azure. You will design cloud architectures and ensure scalability and security.,Remote,Part-time,closed,2024-04-18 00:00:00
144,5,QA Engineer,Deloitte,Hiring a QA Engineer with experience in Selenium and automation testing. You will ensure software quality through test planning and execution.,"Bangalore, India",Contract,closed,2024-01-27 00:00:00
145,9,Frontend Engineer,Google,"We are hiring a Frontend Engineer proficient in React and JavaScript. You will build responsive UIs, collaborate with designers, and ensure excellent user experience.","Mumbai, India",Internship,closed,2024-04-17 00:00:00
146,7,QA Engineer,Accenture,Hiring a QA Engineer with experience in Selenium and automation testing. You will ensure software quality through test planning and execution.,"Bangalore, India",Part-time,closed,2024-04-09 00:00:00
147,5,QA Engineer,Accenture,Hiring a QA Engineer with experience in Selenium and automation testing. You will ensure software quality through test planning and execution.,"Mumbai, India",Full-time,active,2024-05-31 00:00:00
148,2,Backend Engineer,Google,"Seeking a Backend Engineer skilled in Python, FastAPI, and PostgreSQL. You will design scalable APIs, optimize database performance, and work closely with frontend and DevOps teams.","Delhi, India",Part-time,closed,2024-06-10 00:00:00
149,8,Cloud Engineer,Deloitte,Looking for a Cloud Engineer with strong knowledge of AWS or Azure. You will design cloud architectures and ensure scalability and security.,"Delhi, India",Part-time,closed,2024-04-16 00:00:00
150,4,ML Engineer,PwC,"Hiring an ML Engineer with expertise in Python, machine learning, and NLP. You will develop models, work on data pipelines, and deploy AI solutions.","Delhi, India",Part-time,active,2024-03-31 00:00:00
151,2,Full Stack Engineer,Flipkart,"Looking for a Full Stack Engineer with experience in React, Node.js, and Python. The role involves building end-to-end web applications and integrating APIs.","Delhi, India",Internship,closed,2024-06-24 00:00:00
152,3,Backend Engineer,Accenture,"Seeking a Backend Engineer skilled in Python, FastAPI, and PostgreSQL. You will design scalable APIs, optimize database performance, and work closely with frontend and DevOps teams.","Delhi, India",Internship,active,2024-06-04 00:00:00
153,5,Backend Engineer,PwC,"Seeking a Backend Engineer skilled in Python, FastAPI, and PostgreSQL. You will design scalable APIs, optimize database performance, and work closely with frontend and DevOps teams.","Mumbai, India",Part-time,active,2024-01-09 00:00:00
154,8,Frontend Engineer,Amazon,"We are hiring a Frontend Engineer proficient in React and JavaScript. You will build responsive UIs, collaborate with designers, and ensure excellent user experience.","Mumbai, India",Internship,closed,2024-03-11 00:00:00
155,4,Cloud Engineer,Infosys,Looking for a Cloud Engineer with strong knowledge of AWS or Azure. You will design cloud architectures and ensure scalability and security.,Remote,Internship,active,2024-04-17 00:00:00
156,4,DevOps Engineer,Google,"We are seeking a DevOps Engineer experienced in Docker, Kubernetes, CI/CD, and cloud platforms like AWS. You will manage infrastructure and deployments.",Remote,Contract,active,2024-01-04 00:00:00
157,8,QA Engineer,PwC,Hiring a QA Engineer with experience in Selenium and automation testing. You will ensure software quality through test planning and execution.,"Bangalore, India",Internship,closed,2024-06-24 00:00:00
158,9,Data Analyst,Amazon,"We are looking for a Data Analyst with strong experience in SQL, Python, and data visualization tools like Power BI and Tableau. The candidate will analyze large datasets, build dashboards, and support data-driven decisions.","Mumbai, India",Full-time,closed,2024-04-04 00:00:00
159,8,Full Stack Engineer,PwC,"Looking for a Full Stack Engineer with experience in React, Node.js, and Python. The role involves building end-to-end web applications and integrating APIs.",Remote,Part-time,active,2024-05-04 00:00:00
160,8,QA Engineer,Deloitte,Hiring a QA Engineer with experience in Selenium and automation testing. You will ensure software quality through test planning and execution.,Remote,Part-time,closed,2024-01-10 00:00:00
161,5,Full Stack Engineer,Flipkart,"Looking for a Full Stack Engineer with experience in React, Node.js, and Python. The role involves building end-to-end web applications and integrating APIs.","Bangalore, India",Internship,active,2024-03-30 00:00:00
162,3,QA Engineer,Google,Hiring a QA Engineer with experience in Selenium and automation testing. You will ensure software quality through test planning and execution.,"Mumbai, India",Full-time,active,2024-03-24 00:00:00
163,5,Frontend Engineer,Infosys,"We are hiring a Frontend Engineer proficient in React and JavaScript. You will build responsive UIs, collaborate with designers, and ensure excellent user experience.","Delhi, India",Contract,closed,2024-06-15 00:00:00
164,10,Backend Engineer,Google,"Seeking a Backend Engineer skilled in Python, FastAPI, and PostgreSQL. You will design scalable APIs, optimize database performance, and work closely with frontend and DevOps teams.",Remote,Part-time,active,2024-04-14 00:00:00
165,4,ML Engineer,Infosys,"Hiring an ML Engineer with expertise in Python, machine learning, and NLP. You will develop models, work on data pipelines, and deploy AI solutions.",Remote,Internship,active,2024-02-08 00:00:00
166,9,Cloud Engineer,Accenture,Looking for a Cloud Engineer with strong knowledge of AWS or Azure. You will design cloud architectures and ensure scalability and security.,"Mumbai, India",Full-time,closed,2024-01-10 00:00:00
167,6,QA Engineer,Uber,Hiring a QA Engineer with experience in Selenium and automation testing. You will ensure software quality through test planning and execution.,"Bangalore, India",Contract,active,2024-01-17 00:00:00
168,2,DevOps Engineer,Microsoft,"We are seeking a DevOps Engineer experienced in Docker, Kubernetes, CI/CD, and cloud platforms like AWS. You will manage infrastructure and deployments.","Delhi, India",Contract,closed,2024-02-04 00:00:00
169,2,Frontend Engineer,TCS,"We are hiring a Frontend Engineer proficient in React and JavaScript. You will build responsive UIs, collaborate with designers, and ensure excellent user experience.","Bangalore, India",Internship,closed,2024-01-07 00:00:00
170,9,Data Analyst,Google,"We are looking for a Data Analyst with strong experience in SQL, Python, and data visualization tools like Power BI and Tableau. The candidate will analyze large datasets, build dashboards, and support data-driven decisions.","Delhi, India",Internship,active,2024-02-07 00:00:00
171,5,DevOps Engineer,Microsoft,"We are seeking a DevOps Engineer experienced in Docker, Kubernetes, CI/CD, and cloud platforms like AWS. You will manage infrastructure and deployments.","Bangalore, India",Part-time,closed,2024-05-29 00:00:00
172,3,Cloud Engineer,Deloitte,Looking for a Cloud Engineer with strong knowledge of AWS or Azure. You will design cloud architectures and ensure scalability and security.,"Delhi, India",Contract,active,2024-02-05 00:00:00
173,6,Cloud Engineer,Microsoft,Looking for a Cloud Engineer with strong knowledge of AWS or Azure. You will design cloud architectures and ensure scalability and security.,"Delhi, India",Contract,closed,2024-05-30 00:00:00
174,10,DevOps Engineer,Infosys,"We are seeking a DevOps Engineer experienced in Docker, Kubernetes, CI/CD, and cloud platforms like AWS. You will manage infrastructure and deployments.","Delhi, India",Internship,active,2024-01-18 00:00:00
175,9,QA Engineer,Flipkart,Hiring a QA Engineer with experience in Selenium and automation testing. You will ensure software quality through test planning and execution.,"Delhi, India",Contract,closed,2024-02-06 00:00:00
176,4,ML Engineer,Infosys,"Hiring an ML Engineer with expertise in Python, machine learning, and NLP. You will develop models, work on data pipelines, and deploy AI solutions.","Bangalore, India",Internship,active,2024-06-01 00:00:00
177,10,QA Engineer,Google,Hiring a QA Engineer with experience in Selenium and automation testing. You will ensure software quality through test planning and execution.,Remote,Contract,closed,2024-04-16 00:00:00
178,4,Cloud Engineer,Microsoft,Looking for a Cloud Engineer with strong knowledge of AWS or Azure. You will design cloud architectures and ensure scalability and security.,"Delhi, India",Internship,closed,2024-02-19 00:00:00
179,3,QA Engineer,Deloitte,Hiring a QA Engineer with experience in Selenium and automation testing. You will ensure software quality through test planning and execution.,"Delhi, India",Internship,closed,2024-03-22 00:00:00
180,1,Cloud Engineer,Microsoft,Looking for a Cloud Engineer with strong knowledge of AWS or Azure. You will design cloud architectures and ensure scalability and security.,"Bangalore, India",Contract,closed,2024-02-07 00:00:00
181,4,Backend Engineer,Google,"Seeking a Backend Engineer skilled in Python, FastAPI, and PostgreSQL. You will design scalable APIs, optimize database performance, and work closely with frontend and DevOps teams.","Mumbai, India",Contract,closed,2024-02-14 00:00:00
182,9,ML Engineer,Google,"Hiring an ML Engineer with expertise in Python, machine learning, and NLP. You will develop models, work on data pipelines, and deploy AI solutions.","Delhi, India",Full-time,closed,2024-02-03 00:00:00
183,6,Frontend Engineer,Uber,"We are hiring a Frontend Engineer proficient in React and JavaScript. You will build responsive UIs, collaborate with designers, and ensure excellent user experience.",Remote,Contract,active,2024-04-02 00:00:00
184,4,Frontend Engineer,Amazon,"We are hiring a Frontend Engineer proficient in React and JavaScript. You will build responsive UIs, collaborate with designers, and ensure excellent user experience.",Remote,Internship,active,2024-01-23 00:00:00
185,3,Full Stack Engineer,TCS,"Looking for a Full Stack Engineer with experience in React, Node.js, and Python. The role involves building end-to-end web applications and integrating APIs.",Remote,Internship,active,2024-03-11 00:00:00
186,7,Data Analyst,Flipkart,"We are looking for a Data Analyst with strong experience in SQL, Python, and data visualization tools like Power BI and Tableau. The candidate will analyze large datasets, build dashboards, and support data-driven decisions.",Remote,Part-time,active,2024-03-14 00:00:00
187,2,Full Stack Engineer,PwC,"Looking for a Full Stack Engineer with experience in React, Node.js, and Python. The role involves building end-to-end web applications and integrating APIs.","Delhi, India",Internship,closed,2024-06-07 00:00:00
188,9,ML Engineer,Amazon,"Hiring an ML Engineer with expertise in Python, machine learning, and NLP. You will develop models, work on data pipelines, and deploy AI solutions.","Bangalore, India",Part-time,closed,2024-04-25 00:00:00
189,8,Full Stack Engineer,Deloitte,"Looking for a Full Stack Engineer with experience in React, Node.js, and Python. The role involves building end-to-end web applications and integrating APIs.","Bangalore, India",Full-time,closed,2024-05-10 00:00:00
190,6,DevOps Engineer,PwC,"We are seeking a DevOps Engineer experienced in Docker, Kubernetes, CI/CD, and cloud platforms like AWS. You will manage infrastructure and deployments.","Bangalore, India",Contract,active,2024-04-26 00:00:00
191,1,Full Stack Engineer,Google,"Looking for a Full Stack Engineer with experience in React, Node.js, and Python. The role involves building end-to-end web applications and integrating APIs.",Remote,Contract,active,2024-02-27 00:00:00
192,3,Full Stack Engineer,Deloitte,"Looking for a Full Stack Engineer with experience in React, Node.js, and Python. The role involves building end-to-end web applications and integrating APIs.",Remote,Internship,closed,2024-02-18 00:00:00
193,8,Data Analyst,Uber,"We are looking for a Data Analyst with strong experience in SQL, Python, and data visualization tools like Power BI and Tableau. The candidate will analyze large datasets, build dashboards, and support data-driven decisions.",Remote,Full-time,closed,2024-05-09 00:00:00
194,9,Full Stack Engineer,Google,"Looking for a Full Stack Engineer with experience in React, Node.js, and Python. The role involves building end-to-end web applications and integrating APIs.",Remote,Contract,closed,2024-03-21 00:00:00
195,6,Frontend Engineer,Amazon,"We are hiring a Frontend Engineer proficient in React and JavaScript. You will build responsive UIs, collaborate with designers, and ensure excellent user experience.","Mumbai, India",Contract,closed,2024-02-17 00:00:00
196,4,Full Stack Engineer,Uber,"Looking for a Full Stack Engineer with experience in React, Node.js, and Python. The role involves building end-to-end web applications and integrating APIs.","Delhi, India",Contract,active,2024-04-10 00:00:00
197,2,Full Stack Engineer,TCS,"Looking for a Full Stack Engineer with experience in React, Node.js, and Python. The role involves building end-to-end web applications and integrating APIs.","Bangalore, India",Internship,active,2024-04-19 00:00:00
198,2,ML Engineer,Uber,"Hiring an ML Engineer with expertise in Python, machine learning, and NLP. You will develop models, work on data pipelines, and deploy AI solutions.","Mumbai, India",Contract,active,2024-01-10 00:00:00
199,1,DevOps Engineer,Uber,"We are seeking a DevOps Engineer experienced in Docker, Kubernetes, CI/CD, and cloud platforms like AWS. You will manage infrastructure and deployments.",Remote,Contract,closed,2024-02-27 00:00:00
200,9,Data Analyst,PwC,"We are looking for a Data Analyst with strong experience in SQL, Python, and data visualization tools like Power BI and Tableau. The candidate will analyze large datasets, build dashboards, and support data-driven decisions.","Delhi, India",Full-time,active,2024-04-20 00:00:00
201,1,DevOps Engineer,Amazon,"We are seeking a DevOps Engineer experienced in Docker, Kubernetes, CI/CD, and cloud platforms like AWS. You will manage infrastructure and deployments.","Mumbai, India",Full-time,closed,2024-05-25 00:00:00
202,9,Full Stack Engineer,Accenture,"Looking for a Full Stack Engineer with experience in React, Node.js, and Python. The role involves building end-to-end web applications and integrating APIs.",Remote,Contract,closed,2024-05-04 00:00:00
203,6,ML Engineer,TCS,"Hiring an ML Engineer with expertise in Python, machine learning, and NLP. You will develop models, work on data pipelines, and deploy AI solutions.","Delhi, India",Part-time,closed,2024-05-01 00:00:00
204,9,Frontend Engineer,TCS,"We are hiring a Frontend Engineer proficient in React and JavaScript. You will build responsive UIs, collaborate with designers, and ensure excellent user experience.","Delhi, India",Internship,closed,2024-02-02 00:00:00
205,7,Data Analyst,Google,"We are looking for a Data Analyst with strong experience in SQL, Python, and data visualization tools like Power BI and Tableau. The candidate will analyze large datasets, build dashboards, and support data-driven decisions.","Bangalore, India",Full-time,active,2024-02-13 00:00:00
206,1,DevOps Engineer,Uber,"We are seeking a DevOps Engineer experienced in Docker, Kubernetes, CI/CD, and cloud platforms like AWS. You will manage infrastructure and deployments.","Mumbai, India",Contract,active,2024-01-04 00:00:00
207,8,QA Engineer,Infosys,Hiring a QA Engineer with experience in Selenium and automation testing. You will ensure software quality through test planning and execution.,"Bangalore, India",Part-time,closed,2024-03-28 00:00:00
208,6,QA Engineer,Deloitte,Hiring a QA Engineer with experience in Selenium and automation testing. You will ensure software quality through test planning and execution.,"Bangalore, India",Contract,active,2024-01-20 00:00:00
209,6,DevOps Engineer,Flipkart,"We are seeking a DevOps Engineer experienced in Docker, Kubernetes, CI/CD, and cloud platforms like AWS. You will manage infrastructure and deployments.","Delhi, India",Internship,closed,2024-04-13 00:00:00
210,8,QA Engineer,Uber,Hiring a QA Engineer with experience in Selenium and automation testing. You will ensure software quality through test planning and execution.,"Mumbai, India",Part-time,closed,2024-05-13 00:00:00
211,6,Cloud Engineer,Microsoft,Looking for a Cloud Engineer with strong knowledge of AWS or Azure. You will design cloud architectures and ensure scalability and security.,"Bangalore, India",Full-time,closed,2024-03-25 00:00:00
212,8,DevOps Engineer,Google,"We are seeking a DevOps Engineer experienced in Docker, Kubernetes, CI/CD, and cloud platforms like AWS. You will manage infrastructure and deployments.",Remote,Part-time,closed,2024-06-07 00:00:00
213,3,Cloud Engineer,Google,Looking for a Cloud Engineer with strong knowledge of AWS or Azure. You will design cloud architectures and ensure scalability and security.,Remote,Full-time,active,2024-01-09 00:00:00
214,8,ML Engineer,Google,"Hiring an ML Engineer with expertise in Python, machine learning, and NLP. You will develop models, work on data pipelines, and deploy AI solutions.",Remote,Internship,closed,2024-01-20 00:00:00
215,4,DevOps Engineer,Infosys,"We are seeking a DevOps Engineer experienced in Docker, Kubernetes, CI/CD, and cloud platforms like AWS. You will manage infrastructure and deployments.",Remote,Internship,closed,2024-06-12 00:00:00
216,10,Data Analyst,Uber,"We are looking for a Data Analyst with strong experience in SQL, Python, and data visualization tools like Power BI and Tableau. The candidate will analyze large datasets, build dashboards, and support data-driven decisions.",Remote,Part-time,closed,2024-05-09 00:00:00
217,8,Full Stack Engineer,Flipkart,"Looking for a Full Stack Engineer with experience in React, Node.js, and Python. The role involves building end-to-end web applications and integrating APIs.","Bangalore, India",Full-time,closed,2024-04-26 00:00:00
218,5,Full Stack Engineer,Deloitte,"Looking for a Full Stack Engineer with experience in React, Node.js, and Python. The role involves building end-to-end web applications and integrating APIs.","Mumbai, India",Full-time,active,2024-05-08 00:00:00
219,6,QA Engineer,TCS,Hiring a QA Engineer with experience in Selenium and automation testing. You will ensure software quality through test planning and execution.,"Mumbai, India",Internship,closed,2024-04-06 00:00:00
220,6,Backend Engineer,Microsoft,"Seeking a Backend Engineer skilled in Python, FastAPI, and PostgreSQL. You will design scalable APIs, optimize database performance, and work closely with frontend and DevOps teams.","Delhi, India",Contract,closed,2024-01-17 00:00:00
221,6,DevOps Engineer,Uber,"We are seeking a DevOps Engineer experienced in Docker, Kubernetes, CI/CD, and cloud platforms like AWS. You will manage infrastructure and deployments.","Delhi, India",Full-time,closed,2024-05-13 00:00:00
222,2,Full Stack Engineer,Amazon,"Looking for a Full Stack Engineer with experience in React, Node.js, and Python. The role involves building end-to-end web applications and integrating APIs.","Mumbai, India",Internship,closed,2024-06-05 00:00:00
223,9,DevOps Engineer,Microsoft,"We are seeking a DevOps Engineer experienced in Docker, Kubernetes, CI/CD, and cloud platforms like AWS. You will manage infrastructure and deployments.",Remote,Full-time,active,2024-05-06 00:00:00
224,7,ML Engineer,Amazon,"Hiring an ML Engineer with expertise in Python, machine learning, and NLP. You will develop models, work on data pipelines, and deploy AI solutions.","Delhi, India",Full-time,closed,2024-05-28 00:00:00
225,1,Frontend Engineer,TCS,"We are hiring a Frontend Engineer proficient in React and JavaScript. You will build responsive UIs, collaborate with designers, and ensure excellent user experience.",Remote,Part-time,active,2024-05-30 00:00:00
226,4,Frontend Engineer,Uber,"We are hiring a Frontend Engineer proficient in React and JavaScript. You will build responsive UIs, collaborate with designers, and ensure excellent user experience.","Delhi, India",Part-time,active,2024-04-02 00:00:00
227,1,Data Analyst,PwC,"We are looking for a Data Analyst with strong experience in SQL, Python, and data visualization tools like Power BI and Tableau. The candidate will analyze large datasets, build dashboards, and support data-driven decisions.",Remote,Full-time,closed,2024-06-01 00:00:00
228,1,QA Engineer,Accenture,Hiring a QA Engineer with experience in Selenium and automation testing. You will ensure software quality through test planning and execution.,"Bangalore, India",Internship,active,2024-01-12 00:00:00
229,10,QA Engineer,Flipkart,Hiring a QA Engineer with experience in Selenium and automation testing. You will ensure software quality through test planning and execution.,"Delhi, India",Contract,active,2024-04-10 00:00:00
230,1,DevOps Engineer,Google,"We are seeking a DevOps Engineer experienced in Docker, Kubernetes, CI/CD, and cloud platforms like AWS. You will manage infrastructure and deployments.","Bangalore, India",Contract,closed,2024-01-27 00:00:00
231,10,Data Analyst,PwC,"We are looking for a Data Analyst with strong experience in SQL, Python, and data visualization tools like Power BI and Tableau. The candidate will analyze large datasets, build dashboards, and support data-driven decisions.",Remote,Full-time,closed,2024-04-25 00:00:00
232,6,Frontend Engineer,Infosys,"We are hiring a Frontend Engineer proficient in React and JavaScript. You will build responsive UIs, collaborate with designers, and ensure excellent user experience.","Mumbai, India",Full-time,closed,2024-02-24 00:00:00
233,10,QA Engineer,Accenture,Hiring a QA Engineer with experience in Selenium and automation testing. You will ensure software quality through test planning and execution.,"Mumbai, India",Internship,active,2024-05-28 00:00:00
234,10,Full Stack Engineer,TCS,"Looking for a Full Stack Engineer with experience in React, Node.js, and Python. The role involves building end-to-end web applications and integrating APIs.","Mumbai, India",Internship,closed,2024-01-18 00:00:00
235,1,Full Stack Engineer,Amazon,"Looking for a Full Stack Engineer with experience in React, Node.js, and Python. The role involves building end-to-end web applications and integrating APIs.","Mumbai, India",Contract,active,2024-06-13 00:00:00
236,7,DevOps Engineer,PwC,"We are seeking a DevOps Engineer experienced in Docker, Kubernetes, CI/CD, and cloud platforms like AWS. You will manage infrastructure and deployments.","Delhi, India",Part-time,closed,2024-04-17 00:00:00
237,2,Cloud Engineer,Accenture,Looking for a Cloud Engineer with strong knowledge of AWS or Azure. You will design cloud architectures and ensure scalability and security.,"Delhi, India",Part-time,active,2024-04-27 00:00:00
238,3,QA Engineer,Uber,Hiring a QA Engineer with experience in Selenium and automation testing. You will ensure software quality through test planning and execution.,"Delhi, India",Full-time,closed,2024-04-10 00:00:00
239,4,Backend Engineer,TCS,"Seeking a Backend Engineer skilled in Python, FastAPI, and PostgreSQL. You will design scalable APIs, optimize database performance, and work closely with frontend and DevOps teams.","Delhi, India",Part-time,active,2024-05-09 00:00:00
240,4,Cloud Engineer,Microsoft,Looking for a Cloud Engineer with strong knowledge of AWS or Azure. You will design cloud architectures and ensure scalability and security.,Remote,Internship,closed,2024-05-16 00:00:00
241,7,DevOps Engineer,Flipkart,"We are seeking a DevOps Engineer experienced in Docker, Kubernetes, CI/CD, and cloud platforms like AWS. You will manage infrastructure and deployments.","Bangalore, India",Part-time,closed,2024-06-15 00:00:00
242,6,DevOps Engineer,Deloitte,"We are seeking a DevOps Engineer experienced in Docker, Kubernetes, CI/CD, and cloud platforms like AWS. You will manage infrastructure and deployments.","Bangalore, India",Contract,closed,2024-02-18 00:00:00
243,7,DevOps Engineer,TCS,"We are seeking a DevOps Engineer experienced in Docker, Kubernetes, CI/CD, and cloud platforms like AWS. You will manage infrastructure and deployments.","Delhi, India",Full-time,closed,2024-01-09 00:00:00
244,4,Backend Engineer,TCS,"Seeking a Backend Engineer skilled in Python, FastAPI, and PostgreSQL. You will design scalable APIs, optimize database performance, and work closely with frontend and DevOps teams.",Remote,Internship,active,2024-06-27 00:00:00
245,10,Frontend Engineer,Flipkart,"We are hiring a Frontend Engineer proficient in React and JavaScript. You will build responsive UIs, collaborate with designers, and ensure excellent user experience.","Mumbai, India",Part-time,closed,2024-01-14 00:00:00
246,8,Frontend Engineer,Uber,"We are hiring a Frontend Engineer proficient in React and JavaScript. You will build responsive UIs, collaborate with designers, and ensure excellent user experience.","Mumbai, India",Internship,active,2024-06-14 00:00:00
247,3,DevOps Engineer,Flipkart,"We are seeking a DevOps Engineer experienced in Docker, Kubernetes, CI/CD, and cloud platforms like AWS. You will manage infrastructure and deployments.","Mumbai, India",Contract,active,2024-05-10 00:00:00
248,10,QA Engineer,Flipkart,Hiring a QA Engineer with experience in Selenium and automation testing. You will ensure software quality through test planning and execution.,"Delhi, India",Part-time,active,2024-06-15 00:00:00
249,2,QA Engineer,Microsoft,Hiring a QA Engineer with experience in Selenium and automation testing. You will ensure software quality through test planning and execution.,"Delhi, India",Contract,active,2024-02-21 00:00:00
250,1,Full Stack Engineer,Flipkart,"Looking for a Full Stack Engineer with experience in React, Node.js, and Python. The role involves building end-to-end web applications and integrating APIs.","Mumbai, India",Internship,active,2024-02-20 00:00:00
251,6,Backend Engineer,Accenture,"Seeking a Backend Engineer skilled in Python, FastAPI, and PostgreSQL. You will design scalable APIs, optimize database performance, and work closely with frontend and DevOps teams.","Delhi, India",Internship,active,2024-02-01 00:00:00
252,3,ML Engineer,Deloitte,"Hiring an ML Engineer with expertise in Python, machine learning, and NLP. You will develop models, work on data pipelines, and deploy AI solutions.","Mumbai, India",Contract,closed,2024-01-10 00:00:00
253,2,QA Engineer,Infosys,Hiring a QA Engineer with experience in Selenium and automation testing. You will ensure software quality through test planning and execution.,"Delhi, India",Full-time,closed,2024-06-14 00:00:00
254,10,Data Analyst,TCS,"We are looking for a Data Analyst with strong experience in SQL, Python, and data visualization tools like Power BI and Tableau. The candidate will analyze large datasets, build dashboards, and support data-driven decisions.",Remote,Part-time,active,2024-04-30 00:00:00
255,10,Cloud Engineer,Uber,Looking for a Cloud Engineer with strong knowledge of AWS or Azure. You will design cloud architectures and ensure scalability and security.,"Bangalore, India",Part-time,active,2024-03-09 00:00:00
256,10,Cloud Engineer,Microsoft,Looking for a Cloud Engineer with strong knowledge of AWS or Azure. You will design cloud architectures and ensure scalability and security.,"Delhi, India",Contract,closed,2024-03-24 00:00:00
257,5,DevOps Engineer,Flipkart,"We are seeking a DevOps Engineer experienced in Docker, Kubernetes, CI/CD, and cloud platforms like AWS. You will manage infrastructure and deployments.","Mumbai, India",Internship,active,2024-03-23 00:00:00
258,5,Cloud Engineer,TCS,Looking for a Cloud Engineer with strong knowledge of AWS or Azure. You will design cloud architectures and ensure scalability and security.,Remote,Internship,closed,2024-01-03 00:00:00
259,2,Data Analyst,Accenture,"We are looking for a Data Analyst with strong experience in SQL, Python, and data visualization tools like Power BI and Tableau. The candidate will analyze large datasets, build dashboards, and support data-driven decisions.","Mumbai, India",Part-time,closed,2024-02-04 00:00:00
260,2,Full Stack Engineer,Microsoft,"Looking for a Full Stack Engineer with experience in React, Node.js, and Python. The role involves building end-to-end web applications and integrating APIs.",Remote,Internship,active,2024-01-23 00:00:00
261,10,Backend Engineer,Flipkart,"Seeking a Backend Engineer skilled in Python, FastAPI, and PostgreSQL. You will design scalable APIs, optimize database performance, and work closely with frontend and DevOps teams.","Bangalore, India",Contract,active,2024-05-08 00:00:00
262,9,Cloud Engineer,Flipkart,Looking for a Cloud Engineer with strong knowledge of AWS or Azure. You will design cloud architectures and ensure scalability and security.,"Mumbai, India",Part-time,active,2024-05-22 00:00:00
263,2,Full Stack Engineer,Microsoft,"Looking for a Full Stack Engineer with experience in React, Node.js, and Python. The role involves building end-to-end web applications and integrating APIs.","Bangalore, India",Part-time,closed,2024-01-27 00:00:00
264,9,Data Analyst,Accenture,"We are looking for a Data Analyst with strong experience in SQL, Python, and data visualization tools like Power BI and Tableau. The candidate will analyze large datasets, build dashboards, and support data-driven decisions.","Delhi, India",Contract,active,2024-05-29 00:00:00
265,8,Backend Engineer,Uber,"Seeking a Backend Engineer skilled in Python, FastAPI, and PostgreSQL. You will design scalable APIs, optimize database performance, and work closely with frontend and DevOps teams.","Delhi, India",Part-time,closed,2024-04-30 00:00:00
266,8,Frontend Engineer,Accenture,"We are hiring a Frontend Engineer proficient in React and JavaScript. You will build responsive UIs, collaborate with designers, and ensure excellent user experience.","Mumbai, India",Full-time,closed,2024-05-03 00:00:00
267,7,Frontend Engineer,Google,"We are hiring a Frontend Engineer proficient in React and JavaScript. You will build responsive UIs, collaborate with designers, and ensure excellent user experience.",Remote,Internship,active,2024-06-07 00:00:00
268,1,Backend Engineer,Google,"Seeking a Backend Engineer skilled in Python, FastAPI, and PostgreSQL. You will design scalable APIs, optimize database performance, and work closely with frontend and DevOps teams.","Delhi, India",Contract,closed,2024-06-27 00:00:00
269,10,Data Analyst,Flipkart,"We are looking for a Data Analyst with strong experience in SQL, Python, and data visualization tools like Power BI and Tableau. The candidate will analyze large datasets, build dashboards, and support data-driven decisions.","Bangalore, India",Internship,closed,2024-05-28 00:00:00
270,7,Backend Engineer,Accenture,"Seeking a Backend Engineer skilled in Python, FastAPI, and PostgreSQL. You will design scalable APIs, optimize database performance, and work closely with frontend and DevOps teams.","Bangalore, India",Part-time,closed,2024-01-13 00:00:00
271,9,Full Stack Engineer,Uber,"Looking for a Full Stack Engineer with experience in React, Node.js, and Python. The role involves building end-to-end web applications and integrating APIs.","Bangalore, India",Full-time,closed,2024-03-24 00:00:00
272,4,Data Analyst,Uber,"We are looking for a Data Analyst with strong experience in SQL, Python, and data visualization tools like Power BI and Tableau. The candidate will analyze large datasets, build dashboards, and support data-driven decisions.",Remote,Part-time,closed,2024-05-28 00:00:00
273,7,Frontend Engineer,Accenture,"We are hiring a Frontend Engineer proficient in React and JavaScript. You will build responsive UIs, collaborate with designers, and ensure excellent user experience.","Bangalore, India",Full-time,active,2024-05-23 00:00:00
274,8,Cloud Engineer,Microsoft,Looking for a Cloud Engineer with strong knowledge of AWS or Azure. You will design cloud architectures and ensure scalability and security.,"Bangalore, India",Full-time,active,2024-03-03 00:00:00
275,8,DevOps Engineer,Uber,"We are seeking a DevOps Engineer experienced in Docker, Kubernetes, CI/CD, and cloud platforms like AWS. You will manage infrastructure and deployments.","Mumbai, India",Contract,active,2024-04-24 00:00:00
276,2,ML Engineer,PwC,"Hiring an ML Engineer with expertise in Python, machine learning, and NLP. You will develop models, work on data pipelines, and deploy AI solutions.",Remote,Contract,active,2024-05-22 00:00:00
